Local Motif Clustering on Time-Evolving Graphs
MoFlow: An Invertible Flow Model for Generating Molecular Graphs
Adaptive Graph Encoder for Attributed Graph Embedding
ASGN: An Active Semi-supervised Graph Neural Network for Molecular Property Prediction
HGCN: A Heterogeneous Graph Convolutional Network-Based Deep Learning Model Toward Collective Classification
GPT-GNN: Generative Pre-Training of Graph Neural Networks
"Personalized PageRank to a Target Node, Revisited"
Towards Deeper Graph Neural Networks
An Efficient Neighborhood-based Interaction Model for Recommendation on Heterogeneous Graph
Partial Multi-Label Learning via Probabilistic Graph Matching Mechanism
Dynamic Knowledge Graph based Multi-Event Forecasting
A Framework for Recommending Accurate and Diverse Items Using Bayesian Graph Convolutional Neural Networks
Minimal Variance Sampling with Provable Guarantees for Fast Training of Graph Neural Networks
Efficient Algorithm for the b-Matching Graph
Structural Patterns and Generative Models of Real-world Hypergraphs
Residual Correlation in Graph Neural Network Regression
Hypergraph Clustering Based on PageRank
Neural Subgraph Isomorphism Counting
Multimodal Learning with Incomplete Modalities by Knowledge Distillation
Estimating Properties of Social Networks via Random Walk considering Private Nodes
TinyGNN: Learning Efficient Graph Neural Networks
Incremental Lossless Graph Summarization
Incremental Mobile User Profiling: Reinforcement Learning with Spatial Knowledge Graph for Modeling Event Streams
Learning Stable Graphs from Heterogeneous Confounded Environments
Mining large quasi-cliques with quality guarantees from vertex neighborhoods
Graph Attention Networks over Edge Content-Based Channels
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
NodeAug: Semi-Supervised Node Classification with Data Augmentation
SSumM: Sparse Summarization of Massive Graphs
REA: Robust Cross-lingual Entity Alignment Between Knowledge Graphs
Redundancy-Free Computation for Graph Neural Networks
Dual Channel Hypergraph Collaborative Filtering
MultiImport: Inferring Node Importance in a Knowledge Graph from Multiple Input Signals
DETERRENT: Knowledge Guided Graph Attention Network for Detecting Healthcare Misinformation
AM-GCN: Adaptive Multi-channel Graph Convolutional Networks
Graph Structure Learning for Robust Graph Neural Networks
HGMF: Heterogeneous Graph-based Fusion for Multimodal Data with Incompleteness
The NodeHopper: Enabling low latency ranking with constraints via a fast dual solver
XGNN: Towards Model-Level Explanations of Graph Neural Networks
Minimizing Localized Ratio Cut Objectives in Hypergraphs
In and Out: Optimizing Overall Interaction in Probabilistic Graphs under Clustering Constraints
Attentional Multi-graph Convolutional Network for Regional Economy Prediction with Open Migration Data
Understanding Negative Sampling in Graph Representation Learning
Parameterized Correlation Clustering in Hypergraphs and Bipartite Graphs
Data Compression as a Comprehensive Framework for Graph Drawing and Representation Learning
InFoRM: Individual Fairness on Graph Mining
"How to count triangles, without seeing the whole graph"
Interactive Path Reasoning on Graph for Conversational Recommendation
Voronoi Graph Traversal in High Dimensions with Applications to Topological Data Analysis and Piecewise Linear Interpolation
Node-Edge Co-disentangled Representation Learning for Attributed Graph Generation
Learning Effective Road Network Representation with Hierarchical Graph Neural Networks
Graph Structural-topic Neural Network
HOPS: Probabilistic Subtree Mining for Small and Large Graphs
Improving Conversational Recommender Systems via Knowledge Graph based Semantic Fusion
Task-Adaptive Graph Meta-learning
Laplacian Change Point Detection for Dynamic Graphs
Prioritized Restreaming Algorithms for Balanced Graph Partitioning
Certifiable Robustness of Graph Convolutional Networks under Structure Perturbations
Geography-Aware Sequential Location Recommendation
GCC: Graph Contrastive Coding for Graph Neural Network Pre-Training
GHashing: Semantic Graph Hashing for Approximate Similarity Search in Graph Databases
Multi-level Graph Convolutional Networks for Cross-platform Anchor Link Prediction
Handling Information Loss of Graph Neural Networks for Session-based Recommendation
A Data Driven Graph Generative Model for Temporal Interaction Networks
PolicyGNN: Aggregation Optimization for Graph Neural Networks
